日期,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
092/06/09,13.7,7.7,3.1,8,-32,"13,925",36
092/06/10,14.7,7,2.8,7.7,-4,"15,460",11
092/06/11,13,7.2,3.5,7.6,-1,"12,375",-20
092/06/12,15.1,8.8,4.1,9.1,20,"10,642",-14
092/06/13,23.4,14.1,7.6,14.6,60,"9,171",-14
092/06/14,23.9,16.7,7.2,16.2,11,"13,081",43
092/06/15,20.5,12.9,5.4,12.9,-20,"20,081",54
092/06/17,17.3,11.6,6.3,11.7,-9,"17,441",-13
092/06/18,19.3,11.9,6.7,12.3,5,"14,317",-18
092/06/19,21.5,14.3,10.1,14.9,21,"10,455",-27
092/06/20,20.2,14.8,9,14.7,-1,"12,379",18
092/06/21,20.6,13.7,8.3,14,-5,"15,072",22
092/06/22,19.1,13,7.2,13,-7,"20,165",34
092/06/24,16,10.3,5.4,10.4,-20,"26,034",29
092/06/25,13.2,7.6,3.7,7.9,-24,"22,535",-13
092/06/26,12.3,7.4,4.4,7.8,-1,"17,396",-23
092/06/27,20.1,13.6,8,13.8,77,"11,113",-36
092/06/28,18,12.4,7.1,12.5,-9,"13,046",17
092/06/29,17.9,13.2,7,12.9,3,"15,049",15
092/07/01,17.1,12.1,7.3,12.1,-6,"15,707",4
092/07/02,14.7,9.1,4,9.2,-24,"18,177",16
092/07/03,11.4,6.1,1.8,6.3,-32,"22,063",21
092/07/04,9.4,5.7,2.6,5.8,-8,"21,321",-3
092/07/05,9.9,6.2,3.1,6.3,9,"19,210",-10
092/07/06,10.7,6.1,3.8,6.5,3,"19,440",1
092/07/08,10.6,6.2,3.4,6.5,0,"20,595",6
092/07/09,10.1,5.7,2.9,6,-8,"18,757",-9
092/07/10,9.5,5.6,2.6,5.8,-3,"19,061",2
092/07/11,11.7,6.7,3.6,7,21,"15,250",-20
092/07/12,12.7,8.3,5,8.5,21,"15,095",-1
092/07/13,14.2,9.1,5.4,9.4,11,"16,245",8
092/07/15,14,9,6.4,9.5,1,"16,149",-1
092/07/16,14,9.3,6.1,9.6,1,"13,830",-14
092/07/17,15.7,10.8,7.3,11.1,16,"12,310",-11
092/07/18,17.8,12.8,7.9,12.8,15,"13,173",7
092/07/19,21.7,15,8.8,15.1,18,"13,920",6
092/07/20,21,16.1,10.2,15.9,5,"14,528",4
092/07/22,19.3,13.9,8.7,13.9,-13,"18,677",29
092/07/23,17.8,13.2,7.7,13,-6,"15,016",-20
092/07/24,16.1,11.5,6.5,11.4,-12,"14,966",0
092/07/25,13.4,9.9,6.1,9.9,-13,"16,070",7
092/07/26,16.3,10.8,6.8,11.1,12,"15,320",-5
092/07/27,16.6,12.5,6.2,12.1,9,"16,140",5
092/07/29,18.3,14,8.1,13.7,13,"16,080",0
092/07/30,18.4,14,9.2,13.9,1,"14,757",-8
092/07/31,18.5,14.5,9.7,14.4,4,"13,739",-7
092/08/01,17.5,13.7,10.4,13.8,-4,"13,525",-2
092/08/02,19.3,15,9.8,14.8,7,"16,539",22
092/08/03,20.1,15.3,10.5,15.3,3,"19,579",18
092/08/05,20.8,15.8,10.3,15.7,3,"18,058",-8
092/08/06,16.7,10.1,3.2,10,-36,"21,991",22
092/08/07,20,7.4,2.1,8.8,-12,"19,233",-13
092/08/08,21.7,12.5,6,13.1,49,"14,358",-25
092/08/09,28.6,18.6,11.4,19.2,47,"14,000",-2
092/08/10,29.4,22.2,12.8,21.8,14,"13,712",-2
092/08/11,33,25.3,15,24.8,14,"11,696",-15
092/08/12,39.5,33,23.5,32.4,31,"13,508",15
092/08/15,28.3,21.4,10.8,20.7,-36,"18,311",36
092/08/16,34.8,18.6,7.9,19.7,-5,"28,903",58
092/08/17,19.5,12.2,7.2,12.7,-36,"21,585",-25
092/08/19,16.3,10.2,5.2,10.4,-18,"24,646",14
092/08/20,20.3,12.2,6.9,12.8,23,"19,400",-21
092/08/21,18,12.5,7.9,12.7,-1,"17,350",-11
092/08/22,23.6,16.4,9.5,16.4,29,"13,633",-21
092/08/23,25.4,19.9,11.9,19.4,18,"19,664",44
092/08/24,27.8,21.1,12.9,20.8,7,"23,152",18
092/08/26,24.6,18.3,11.6,18.2,-13,"16,455",-29
092/08/27,23.5,15.9,9.9,16.2,-11,"17,490",6
092/08/28,30,20.1,13,20.6,27,"21,934",25
092/08/29,22.4,16.5,11.5,16.7,-19,"13,813",-37
092/08/30,23.6,17.9,12.3,17.9,7,"13,798",0
092/08/31,23.1,18.7,14.4,18.7,4,"15,167",10
092/09/02,22.7,17.1,12.5,17.3,-7,"19,834",31
092/09/03,25,16.2,9.8,16.7,-3,"21,940",11
092/09/04,20.3,15,9.7,15,-10,"15,303",-30
092/09/05,19.7,14.3,8.6,14.3,-5,"13,762",-10
092/09/06,20.8,15.5,9.6,15.4,8,"13,798",0
092/09/07,22.7,18.7,12.2,18.2,18,"19,365",40
092/09/08,20.6,16.9,10.9,16.4,-10,"10,678",-45
092/09/09,22.1,16.2,11.8,16.5,1,"14,618",37
092/09/10,25,16.4,11.9,17.2,4,"22,017",51
092/09/11,24,17.6,13.2,18,5,"15,639",-29
092/09/14,18.2,10.9,6,11.4,-37,"25,457",63
092/09/15,12.6,7.1,4,7.6,-33,"22,775",-11
092/09/16,12.5,7.2,3.6,7.5,-1,"23,600",4
092/09/17,11.9,7.1,4.6,7.6,1,"21,504",-9
092/09/18,12.4,8.1,4.8,8.3,9,"20,877",-3
092/09/19,12.8,8.4,4.7,8.6,4,"19,312",-7
092/09/20,15.2,10.4,6.4,10.6,23,"25,515",32
092/09/21,16.7,11,7.2,11.4,8,"18,288",-28
092/09/23,19,13.9,9.8,14.1,24,"16,792",-8
092/09/24,19.6,15.1,11.3,15.3,9,"17,961",7
092/09/25,20.9,15.9,10.1,15.8,3,"18,429",3
092/09/26,27.3,21.7,15.7,21.6,37,"12,011",-35
092/09/27,29.8,23.9,18.3,24,11,"13,637",14
092/09/28,29.4,22.8,13.8,22.3,-7,"22,465",65
092/09/30,27.6,22.5,15.6,22.1,-1,"17,355",-23
092/10/01,26,20.7,14,20.4,-8,"16,198",-7
092/10/02,28.1,21.5,15.2,21.6,6,"13,000",-20
092/10/03,28,23.8,18,23.5,9,"11,650",-10
092/10/04,30.5,24.9,19.4,24.9,6,"13,455",15
092/10/05,32.7,27.9,21.8,27.6,11,"20,826",55
092/10/07,30.5,25.2,18.8,25,-9,"22,735",9
092/10/08,27.4,19.2,11.5,19.3,-23,"16,061",-29
092/10/09,25,17.9,12.9,18.3,-5,"13,392",-17
092/10/10,25.9,19.8,12.4,19.6,7,"13,055",-3
092/10/11,30,20.4,13,20.9,7,"21,406",64
092/10/12,26.1,19.5,13.9,19.7,-6,"14,062",-34
092/10/14,24.5,19.4,12.3,19,-4,"15,260",9
092/10/15,22.6,16.4,10.5,16.4,-14,"12,559",-18
092/10/16,23.8,17.6,11.8,17.7,8,"11,313",-10
092/10/17,23.7,17.8,12.8,18,2,"10,330",-9
092/10/18,25.4,20.6,14.6,20.4,13,"15,719",52
092/10/19,29.4,24.2,16.5,23.7,16,"10,755",-32
092/10/21,28.9,23.8,16.1,23.3,-2,"11,167",4
092/10/22,31.1,25.1,18.3,24.9,7,"9,533",-15
092/10/23,31.3,25.7,19.7,25.6,3,"8,342",-12
092/10/24,34.1,26.4,21.4,27,5,"8,513",2
092/10/25,35.5,30.3,23.1,29.9,11,"13,775",62
092/10/26,34.7,27.9,22.4,28.2,-6,"9,708",-30
092/10/28,28.6,22.2,16.7,22.4,-21,"11,673",20
092/10/29,27.7,16.4,8.6,17.1,-24,"13,192",13
092/10/30,38,17.3,7.7,19.5,14,"17,474",32
092/10/31,19.1,11.7,6.6,12.1,-38,"10,939",-37
092/11/01,19.8,11.6,6.2,12.2,1,"11,232",3
092/11/02,20.7,12.7,5.9,12.9,6,"11,877",6
092/11/04,18.6,10.8,5.8,11.4,-12,"13,981",18
092/11/05,17,9.3,2.9,9.6,-16,"12,693",-9
092/11/06,20.2,12.8,5.1,12.8,33,"15,026",18
092/11/07,18.5,13.5,7,13.2,3,"12,248",-18
092/11/08,17.4,12.1,5.5,11.9,-10,"9,435",-23
092/11/09,19,12.8,8.2,13.2,11,"11,376",21
092/11/11,17.3,11.8,5.8,11.7,-11,"11,464",1
092/11/12,17.7,11.9,7.2,12.1,3,"9,000",-21
092/11/13,19.6,13.9,8.2,13.9,15,"8,117",-10
092/11/14,20.9,15.3,7.7,14.9,7,"8,212",1
092/11/15,20.5,16,10.6,15.8,6,"14,392",75
092/11/16,21.2,14.3,8.2,14.5,-8,"12,700",-12
092/11/18,21,13.6,8.4,14,-3,"12,380",-3
092/11/19,18.6,11.6,6.4,11.9,-15,"11,706",-5
092/11/20,18.9,11.5,5.5,11.8,-1,"10,920",-7
092/11/21,18.5,10.8,5.3,11.2,-5,"10,667",-2
092/11/22,19.7,13.2,7.1,13.3,19,"13,776",29
092/11/23,22.2,14.2,7.6,14.5,9,"8,883",-36
092/11/25,22.1,15.9,10.8,16.1,11,"7,492",-16
092/11/26,28.3,18.3,11.6,19,18,"5,829",-22
092/11/27,26.3,20.2,12.3,19.8,4,"5,964",2
092/11/28,31.2,26.3,16.3,25.3,28,"5,550",-7
092/11/29,34.5,27.8,16.9,27,7,"8,698",57
092/11/30,39.4,30.3,19.3,29.9,11,"8,255",-5
092/12/02,44.3,39.2,27.8,37.9,27,"4,035",-51
092/12/03,49.7,42.6,34.1,42.3,12,"3,180",-21
092/12/04,43.8,39.3,31.6,38.7,-9,"6,863",116
092/12/05,45.2,38.4,26.1,37.3,-4,"3,822",-44
092/12/06,52.6,44.6,35.1,44.3,19,"3,434",-10
092/12/07,49.5,43.6,36.5,43.4,-2,"5,065",47
092/12/09,45.6,38.1,28,37.6,-13,"5,435",7
092/12/10,39.6,33.9,26.8,33.6,-11,"5,165",-5
092/12/11,38.9,30.5,21.3,30.4,-10,"4,844",-6
092/12/12,48.7,32.1,22.1,33.4,10,"6,705",38
092/12/13,40.8,32.1,22.5,31.9,-4,"5,449",-19
092/12/14,40.8,33.6,23.8,33,3,"5,070",-7
092/12/16,40.4,33.4,24.5,33,0,"5,086",0
092/12/17,41.1,32.2,23,32.1,-3,"4,982",-2
092/12/18,45.5,37.3,28.3,37.2,16,"5,662",14
092/12/19,46.5,39.3,29.5,38.8,4,"5,027",-11
092/12/20,51.7,44,30.8,42.9,11,"3,608",-28
092/12/21,52.3,43.1,30.3,42.4,-1,"3,615",0
092/12/23,56.3,47.7,35.2,46.9,11,"3,174",-12
092/12/24,52.5,41.6,30.6,41.6,-11,"5,364",69
092/12/25,53.6,40.4,25.4,40,-4,"2,911",-46
092/12/26,56.2,47.6,33,46.4,16,"2,250",-23
092/12/27,54.9,42.4,30.5,42.5,-8,"2,920",30
092/12/28,51.3,42.6,26.9,41.2,-3,"4,334",48
092/12/30,53.5,42,27,41.3,0,"3,467",-20
092/12/31,46.2,38.3,22.3,36.7,-11,"3,478",0
093/01/01,49.3,39.4,25.6,38.6,5,"3,006",-14
093/01/02,47,38.7,24.2,37.5,-3,"2,938",-2
093/01/03,47.9,39.1,27.2,38.5,3,"3,158",7
093/01/04,46.9,40.9,24.1,38.8,1,"3,760",19
093/01/06,42.8,32.5,10.6,30.2,-22,"4,754",26
093/01/07,37.7,27.1,6.4,25.1,-17,"4,678",-2
093/01/08,25.4,18.9,10.8,18.6,-26,"4,403",-6
093/01/09,23.7,17.1,8.7,16.7,-10,"4,840",10
093/01/10,26.7,19.1,10.1,18.8,13,"6,269",30
093/01/11,24.2,17.3,10.2,17.3,-8,"5,640",-10
093/01/13,25.6,19.1,11.5,18.9,9,"5,938",5
093/01/14,24.5,18,9.5,17.6,-7,"4,366",-26
093/01/15,24.9,17.4,8.1,17,-3,"5,637",29
093/01/16,23.8,18.7,12.1,18.4,8,"3,705",-34
093/01/17,37,23,14.3,24.1,31,"3,442",-7
093/01/18,46.4,28.7,16.7,29.8,24,"3,762",9
093/01/19,34.8,26.1,15.6,25.7,-14,"3,210",-15
093/01/20,39.4,29.4,19.9,29.5,15,"3,337",4
093/01/21,39,30.5,17.2,29.5,0,"2,385",-29
093/01/27,61,46.6,22.5,44.7,52,"1,891",-21
093/01/28,55.7,41.3,25.9,41.1,-8,"2,458",30
093/01/29,64.8,41.8,24.3,42.9,4,"1,878",-24
093/01/30,63.1,54.9,39.6,53.5,25,"1,827",-3
093/01/31,61.3,57.3,38.1,54.2,1,"2,031",11
093/02/01,67.5,57.9,34.7,55.2,2,"2,744",35
093/02/03,60.1,47.6,30.3,46.6,-16,"3,138",14
093/02/04,49.5,41.7,30.3,41,-12,"2,647",-16
093/02/05,53.3,40.5,31.5,41.3,1,"3,240",22
093/02/07,63.7,52.4,28.7,49.9,21,"3,355",4
093/02/08,73.2,57.1,38.7,56.6,13,"2,702",-19
093/02/10,67.1,56.5,35.9,54.5,-4,"2,481",-8
093/02/11,71.9,58.6,35.7,56.7,4,"1,720",-31
093/02/12,83.3,71.8,45.6,68.8,21,"1,479",-14
093/02/13,93.5,84.4,53.3,80,16,"1,329",-10
093/02/14,92.9,83.1,56.5,79.8,0,"1,838",38
093/02/15,90,69.5,33.7,66.5,-17,"2,452",33
093/02/17,79.7,61,36,59.7,-10,"2,325",-5
093/02/18,69.8,51.9,31.8,51.5,-14,"2,315",0
093/02/19,60.3,43,24.2,42.7,-17,"2,440",5
093/02/20,53.1,42.1,25.1,40.9,-4,"2,509",3
093/02/21,55.5,40.5,22.8,40,-2,"3,003",20
093/02/22,49.8,40.7,24.7,39.3,-2,"3,432",14
093/02/24,42.9,33.4,20.1,32.7,-17,"4,357",27
093/02/25,41.5,31.2,19.9,31,-5,"3,228",-26
093/02/26,35.8,23.7,17.9,24.9,-20,"3,323",3
093/02/27,48.2,30.3,16.5,31.2,25,"2,731",-18
093/02/28,44.6,30.6,19.2,31.1,0,"3,883",42
093/02/29,44,31.9,20.8,32.1,3,"4,330",12
093/03/02,38,29.9,17.9,29.1,-9,"4,758",10
093/03/03,32.5,24.7,17.5,24.8,-15,"4,075",-14
093/03/04,32.7,25.2,17.3,25.1,1,"4,970",22
093/03/05,33.9,25.9,16.4,25.6,2,"4,811",-3
093/03/06,31.4,25.9,17.8,25.4,-1,"5,055",5
093/03/07,32.8,26,20,26.2,3,"4,852",-4
093/03/09,36.4,30.1,22.1,29.7,13,"4,703",-3
093/03/10,39,33.4,25.7,33,11,"3,451",-27
093/03/11,43.6,35,24.1,34.5,5,"2,957",-14
093/03/12,44.7,32.4,21.5,32.7,-5,"3,160",7
093/03/13,37.8,31.2,24.5,31.2,-5,"4,080",29
093/03/14,37.1,30.5,22.5,30.2,-3,"5,032",23
093/03/16,38.5,29.3,20.1,29.3,-3,"6,269",25
093/03/17,36.2,25.2,12.1,24.8,-15,"6,898",10
093/03/18,40,22.9,9.2,23.6,-5,"10,985",59
093/03/19,29,17,8.4,17.7,-25,"8,145",-26
093/03/20,24.4,14.5,8.1,15.2,-14,"8,675",7
093/03/21,30.5,23.7,14.4,23.2,53,"6,359",-27
093/03/23,28.6,25,15.4,23.8,3,"10,643",67
093/03/24,27.8,18.3,9.5,18.5,-22,"7,251",-32
093/03/25,25,17.6,10.7,17.7,-4,"5,689",-22
093/03/26,25.1,19.5,11.9,19.1,8,"6,438",13
093/03/27,24.3,19.2,13.2,19,-1,"6,214",-3
093/03/28,27.8,20.7,13.2,20.6,8,"6,990",12
093/03/30,26.4,19.7,11.5,19.4,-6,"9,507",36
093/03/31,27.4,21.1,14.3,21,8,"8,534",-10
093/04/01,30.3,20.8,10.8,20.7,-1,"8,386",-2
093/04/02,33.4,21.7,11.2,22,6,"8,667",3
093/04/03,35.9,27,15.6,26.5,20,"9,070",5
093/04/06,41.7,28.2,16.7,28.6,8,"7,875",-13
093/04/07,46.1,29.9,19.8,31.1,9,"6,471",-18
093/04/08,49.6,31.7,19.5,32.8,5,"4,907",-24
093/04/09,54.1,41.3,25,40.6,24,"3,943",-20
093/04/10,60.2,43.5,32.4,44.6,10,"4,393",11
093/04/11,58.5,42.1,26.9,42.3,-5,"5,241",19
093/04/13,43.3,29.7,14.5,29.4,-30,"9,039",72
093/04/14,35.8,22.8,12.1,23.2,-21,"8,485",-6
093/04/15,30.5,20,11.8,20.5,-12,"10,170",20
093/04/16,27.7,20.6,12.6,20.4,0,"11,146",10
093/04/17,27.1,18.2,9.6,18.3,-10,"12,380",11
093/04/18,24,16.3,8.4,16.2,-11,"16,198",31
093/04/20,23.8,16.4,9.5,16.5,2,"15,848",-2
093/04/21,20.3,13.7,5.3,13.3,-19,"14,584",-8
093/04/22,18.1,13.1,6.3,12.7,-5,"12,255",-16
093/04/23,17.7,12.1,5.7,11.9,-6,"12,944",6
093/04/24,18.7,12.8,8.2,13.1,10,"11,055",-15
093/04/25,19.1,14,9.3,14,7,"13,721",24
093/04/27,17.4,13.3,8.1,13.1,-6,"15,853",16
093/04/28,16,10.5,4.4,10.4,-21,"15,785",0
093/04/29,14.6,9.8,4.5,9.7,-7,"16,048",2
093/04/30,13.1,7.9,3.6,8.1,-16,"16,505",3
093/05/01,14.8,9.7,5.1,9.8,21,"17,506",6
093/05/02,14.3,10.1,6.5,10.2,4,"17,485",0
093/05/04,14.2,10.1,6,10.1,-1,"16,359",-6
093/05/05,12.8,8.8,4.3,8.7,-14,"15,871",-3
093/05/06,13.6,8.6,5,8.9,2,"15,057",-5
093/05/07,14.1,10.1,5.6,10,12,"11,881",-21
093/05/08,17.5,12.2,6.2,12.1,21,"12,230",3
093/05/09,20.2,13.6,7.5,13.7,13,"12,900",5
093/05/11,18.4,12.6,5.8,12.4,-9,"15,940",24
093/05/12,15.9,9.8,4.2,9.9,-20,"14,890",-7
093/05/13,14.8,8.5,3.1,8.7,-12,"13,982",-6
093/05/14,14.3,9.5,4.2,9.4,8,"12,696",-9
093/05/15,16.3,11.2,5.7,11.1,18,"14,912",17
093/05/16,18.2,11.7,6.6,12,8,"14,027",-6
093/05/18,16.3,11.8,7.5,11.9,-1,"14,852",6
093/05/19,14.4,10.1,5,9.9,-17,"15,777",6
093/05/20,14.8,8.6,3.6,8.9,-10,"16,685",6
093/05/21,17.4,12.8,7.4,12.6,42,"11,987",-28
093/05/22,16.2,11.4,6,11.3,-10,"12,305",3
093/05/23,17.1,11.9,5.8,11.7,4,"14,209",15
093/05/25,19.6,12.3,5.8,12.5,7,"12,708",-11
093/05/26,21.9,15.5,7.4,15.2,22,"10,456",-18
093/05/27,21.6,16.3,9.7,16,5,"10,015",-4
093/05/28,23.4,16.4,8.8,16.3,2,"10,893",9
093/05/29,26.3,18,8.3,17.7,9,"10,930",0
093/05/30,28.3,19.6,11.2,19.7,11,"11,084",1
093/06/01,23.4,16.3,9.3,16.3,-17,"14,363",30
093/06/02,21.6,16.2,10.5,16.1,-1,"12,564",-13
093/06/03,23,16.9,11.7,17.1,6,"10,056",-20
093/06/04,21.2,15.7,10.4,15.8,-8,"13,259",32
093/06/05,21.9,17.2,10.4,16.8,6,"13,791",4
093/06/06,21.3,15.8,10.6,15.9,-5,"17,523",27
093/06/08,21.2,15.1,10.2,15.4,-3,"17,434",-1
093/06/09,23,16.2,9.7,16.3,6,"15,750",-10
093/06/10,22.4,15.4,10.7,15.9,-2,"16,071",2
093/06/11,19.2,12.1,4.1,11.9,-25,"15,614",-3
093/06/12,20.3,13.6,8,13.8,16,"14,400",-8
093/06/13,20.7,13.1,6.7,13.4,-3,"16,846",17
093/06/15,16.9,9.5,4,9.9,-26,"19,776",17
093/06/16,16.5,8.5,4.2,9.3,-6,"16,776",-15
093/06/17,14.8,8.4,4,8.8,-5,"14,770",-12
093/06/18,14.6,8.7,4.7,9.1,3,"13,281",-10
093/06/19,14,8.7,5.2,9.1,0,"15,523",17
093/06/20,13.1,7.3,2.8,7.5,-18,"16,280",5
093/06/21,12.5,8.2,5,8.4,12,"13,487",-17
093/06/22,15,9.4,5.4,9.7,15,"14,550",8
093/06/25,11.7,7.9,3,7.7,-21,"21,098",45
093/06/26,10.9,6.6,2.9,6.8,-12,"19,120",-9
093/06/27,14.6,8.7,4.7,9.1,34,"22,776",19
093/06/29,13.1,8.7,6,9,-1,"18,252",-20
093/06/30,12.1,8.7,5.5,8.7,-3,"22,013",21
093/07/01,14.9,9.2,6.1,9.7,11,"21,243",-3
093/07/02,13.8,7.5,4.5,8.2,-15,"16,109",-24
093/07/03,28.9,18.4,10.7,19,132,"9,656",-40
093/07/04,78,23.8,10,31.9,68,"9,996",4
093/07/06,75.1,26.3,6.6,32.1,1,"9,899",-1
093/07/07,67.7,35.8,14.2,37.8,18,"8,326",-16
093/07/08,66.8,32.5,13.7,35.6,-6,"7,039",-15
093/07/09,69.5,38.2,17.9,40.4,13,"7,310",4
093/07/10,70.8,43,20.1,44,9,"7,855",7
093/07/11,65.4,42.9,22.7,43.4,-1,"12,910",64
093/07/13,55.1,33.8,17,34.7,-20,"16,093",25
093/07/14,44.4,28.9,16.6,29.5,-15,"16,814",4
093/07/15,40.9,28.1,16.1,28.3,-4,"15,512",-8
093/07/16,41.6,29,18.6,29.5,4,"13,988",-10
093/07/17,39.1,29.1,19.1,29.1,-1,"16,055",15
093/07/18,34.7,25.3,15.8,25.3,-13,"24,140",50
093/07/20,30.7,19.6,10.3,20,-21,"25,518",6
093/07/21,27.5,18.5,10,18.6,-7,"24,598",-4
093/07/22,27,18.2,12.4,18.8,1,"20,477",-17
093/07/23,30.2,22.7,17,23.1,23,"22,968",12
093/07/24,31.7,25.2,18.2,25.1,9,"17,728",-23
093/07/25,32.6,25.5,18.3,25.5,2,"24,264",37
093/07/27,29.8,21.7,15.4,22,-14,"27,337",13
093/07/28,34.5,22.1,14.9,23.1,5,"24,647",-10
093/07/29,26.4,18.1,12.4,18.6,-19,"19,078",-23
093/07/30,24.7,17.1,10.8,17.4,-6,"16,237",-15
093/07/31,27.4,18.1,10.2,18.4,6,"20,314",25
093/08/01,26.2,18.7,10.8,18.6,1,"18,961",-7
093/08/03,25.6,18.2,12.2,18.5,-1,"25,259",33
093/08/04,29,18.5,11.5,19.2,4,"18,828",-25
093/08/05,29.6,19.7,14.4,20.6,7,"17,105",-9
093/08/06,29,21.1,14.5,21.4,4,"16,956",-1
093/08/07,28.3,20.7,14.2,21,-2,"17,486",3
093/08/08,27.8,21,15,21.2,1,"18,124",4
093/08/10,25.3,17.8,13.5,18.5,-13,"19,343",7
093/08/11,22.2,14.7,8.8,15.1,-18,"21,301",10
093/08/12,27,16.5,10.9,17.5,16,"21,428",1
093/08/13,24.5,16.4,11.2,17,-3,"20,811",-3
093/08/14,23.3,15.8,10.1,16.2,-5,"22,365",7
093/08/15,25,14.6,6,15,-7,"27,477",23
093/08/17,24.3,13.7,5.7,14.2,-5,"25,568",-7
093/08/18,21.7,11.1,4.1,11.8,-17,"21,728",-15
093/08/19,15.9,8.9,4.3,9.4,-20,"17,670",-19
093/08/20,14.7,9.3,4.7,9.4,0,"16,680",-6
093/08/21,17.5,10.7,6,11.1,18,"19,673",18
093/08/22,17.8,12.1,6.4,12.1,9,"22,826",16
093/08/24,22.6,12.9,6.8,13.6,12,"23,841",4
093/08/25,31.8,20.6,12.1,21.2,56,"16,819",-29
093/08/26,39.6,30.2,21.9,30.4,43,"13,663",-19
093/08/27,31.9,20.4,9,20.4,-33,"16,415",20
093/08/28,34.1,20.6,10.6,21.3,4,"19,131",17
093/08/29,31.6,21.2,9.9,21,-1,"15,873",-17
093/08/30,41.8,29.8,16,29.4,40,"18,874",19
093/09/02,34.7,27.7,16.9,26.9,-9,"21,339",13
093/09/03,35.7,27.5,15.8,26.8,0,"14,968",-30
093/09/04,45.1,34.8,20.8,34,27,"16,260",9
093/09/05,45.8,39.7,28.6,38.7,14,"17,040",5
093/09/07,38.5,31.1,22,30.7,-21,"19,065",12
093/09/08,43.3,29.1,16.4,29.4,-4,"23,952",26
093/09/09,40.7,22.7,13.6,24.5,-17,"21,016",-12
093/09/10,26.9,19.6,13.9,19.9,-19,"17,870",-15
093/09/11,24,17.3,12.5,17.6,-12,"21,380",20
093/09/12,46.5,31.4,20.1,32.2,83,"18,742",-12
093/09/14,47.6,33,20.1,33.4,4,"21,909",17
093/09/15,53.1,42.5,30.5,42.3,27,"11,806",-46
093/09/16,55,47.4,31.2,45.7,8,"14,364",22
093/09/17,56.6,45.2,35.3,45.5,0,"18,079",26
093/09/18,59.7,44.3,34.4,45.4,0,"19,264",7
093/09/19,54.4,42.5,31.6,42.7,-6,"18,727",-3
093/09/21,52.8,43,34.1,43.2,1,"19,093",2
093/09/22,52,42.5,34.8,42.9,-1,"20,356",7
093/09/23,48.8,38.9,30.8,39.3,-8,"20,039",-2
093/09/24,42.3,32.3,27.5,33.3,-15,"18,200",-9
093/09/25,50,37.2,27.9,37.9,14,"23,092",27
093/09/26,49.1,35.7,26.2,36.5,-4,"18,535",-20
093/09/27,43.8,33.9,27,34.5,-5,"15,973",-14
093/09/28,43.9,34.8,28,35.3,2,"20,454",28
093/10/01,36.8,20.9,10.2,22,-38,"31,399",54
093/10/02,35,16.3,10.4,18.8,-15,"29,207",-7
093/10/03,34.7,16.6,11.2,19.1,2,"29,182",0
093/10/05,33.6,20.1,13.8,21.5,13,"26,137",-10
093/10/06,27.2,21.4,14.3,21.1,-2,"20,510",-22
093/10/07,27.6,23.8,15.8,22.9,9,"16,024",-22
093/10/08,30.7,24.4,18.5,24.5,7,"14,495",-10
093/10/09,30.8,24.9,19.4,25,2,"15,994",10
093/10/10,30.5,24.9,18.2,24.7,-1,"13,200",-17
093/10/12,30.3,24.4,19.1,24.5,-1,"13,844",5
093/10/13,27.4,22.2,15.8,22,-10,"13,323",-4
093/10/14,26,20.7,15.3,20.7,-6,"12,061",-9
093/10/15,34.3,22.5,13.7,23.1,12,"19,423",61
093/10/16,25.5,18.4,10.9,18.3,-21,"16,388",-16
093/10/17,24.1,16.9,11.6,17.3,-5,"17,525",7
093/10/19,24.1,15.7,10.1,16.3,-6,"17,677",1
093/10/20,25,14.4,7.4,15.1,-7,"17,990",2
093/10/21,24.3,13.9,6.6,14.5,-4,"17,356",-4
093/10/22,21.6,12.4,6,12.9,-11,"13,917",-20
093/10/23,21.7,14.9,7.2,14.7,14,"15,099",8
093/10/24,23.4,16.1,8.9,16.1,10,"15,659",4
093/10/26,23.9,16.1,10.4,16.5,2,"16,258",4
093/10/27,22.8,12,5.1,12.8,-22,"12,485",-23
093/10/28,22.8,12.5,4.3,12.9,1,"14,937",20
093/10/29,23.5,12.7,5.2,13.3,3,"14,370",-4
093/10/30,19.4,12.3,5.8,12.4,-7,"10,944",-24
093/10/31,21.2,15.6,10.3,15.7,27,"13,919",27
093/11/02,21.6,14.3,9.3,14.7,-6,"12,476",-10
093/11/03,22.2,14.9,7.8,14.9,1,"19,020",52
093/11/04,22.2,13.1,7,13.7,-8,"14,860",-22
093/11/05,21.5,13.8,7.2,14,2,"14,229",-4
093/11/06,20.5,13.5,7.4,13.7,-2,"13,094",-8
093/11/07,21.4,14.5,8.1,14.6,7,"13,029",0
093/11/09,19.5,14.7,8.3,14.4,-1,"17,153",32
093/11/10,19.6,12.5,4.8,12.4,-14,"15,640",-9
093/11/11,20.1,12.4,4,12.2,-2,"14,881",-5
093/11/12,18.9,9.6,4.2,10.4,-15,"10,035",-33
093/11/13,20.2,11,4.8,11.6,12,"9,903",-1
093/11/14,19.4,14.9,8.3,14.5,25,"13,488",36
093/11/16,19.8,13.1,7.3,13.3,-8,"13,389",-1
093/11/17,20.6,14.1,7,14,5,"11,744",-12
093/11/18,22.1,14.2,7,14.3,2,"6,501",-45
093/11/19,27.6,19,11.5,19.2,34,"6,887",6
093/11/20,29.9,21.7,13,21.6,13,"8,338",21
093/11/21,35.5,29.6,17.7,28.4,31,"6,439",-23
