日期,市場,產品,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
110/01/27,109 台北一,LA1 甘藍 初秋 ,21.6,16.3,13.4,16.8,-7,"201,758",13
110/01/28,109 台北一,LA1 甘藍 初秋 ,17.6,13.7,11.3,14,-17,"198,732",-1
110/01/29,109 台北一,LA1 甘藍 初秋 ,15.8,11.9,9.1,12.1,-14,"219,369",10
110/01/30,109 台北一,LA1 甘藍 初秋 ,16.1,12.1,8.9,12.3,2,"208,631",-5
110/01/31,109 台北一,LA1 甘藍 初秋 ,15.2,12,9.9,12.2,-1,"189,185",-9
110/02/02,109 台北一,LA1 甘藍 初秋 ,13.8,10.8,8,10.8,-11,"250,664",32
110/02/03,109 台北一,LA1 甘藍 初秋 ,12.9,9.7,7.4,9.9,-8,"223,832",-11
110/02/04,109 台北一,LA1 甘藍 初秋 ,16,9.1,7,10.1,2,"260,437",16
110/02/06,109 台北一,LA1 甘藍 初秋 ,12.2,8.4,6,8.7,-14,"275,065",6
110/02/07,109 台北一,LA1 甘藍 初秋 ,11.6,8.2,5.9,8.4,-3,"262,868",-4
110/02/08,109 台北一,LA1 甘藍 初秋 ,10.5,6.4,5,7,-17,"263,157",0
110/02/09,109 台北一,LA1 甘藍 初秋 ,9.1,6.3,4.6,6.5,-7,"235,732",-10
110/02/10,109 台北一,LA1 甘藍 初秋 ,15.1,11.6,7.2,11.5,77,"226,741",-4
110/02/11,109 台北一,LA1 甘藍 初秋 ,11.5,6.2,3.5,6.7,-42,"129,286",-43
110/02/17,109 台北一,LA1 甘藍 初秋 ,9.6,5.5,4,6,-10,"288,358",123
110/02/18,109 台北一,LA1 甘藍 初秋 ,7.7,5,4,5.3,-12,"246,995",-14
110/02/19,109 台北一,LA1 甘藍 初秋 ,9.3,6.9,5.4,6.4,21,"259,038",5
110/02/21,109 台北一,LA1 甘藍 初秋 ,7.7,5.2,4,5.5,-14,"298,062",15
110/02/23,109 台北一,LA1 甘藍 初秋 ,7.3,5.2,4,5.4,-2,"250,831",-16
110/02/24,109 台北一,LA1 甘藍 初秋 ,6.9,4.7,4,4.9,-9,"244,893",-2
110/02/25,109 台北一,LA1 甘藍 初秋 ,6.3,4.4,4,4.7,-4,"230,775",-6
110/02/26,109 台北一,LA1 甘藍 初秋 ,9.1,5.6,4,5.6,19,"221,056",-4
110/02/27,109 台北一,LA1 甘藍 初秋 ,9.4,7.4,5,7.3,30,"214,094",-3
110/03/02,109 台北一,LA1 甘藍 初秋 ,7.2,5.1,4,5.3,-27,"239,090",12
110/03/03,109 台北一,LA1 甘藍 初秋 ,8.1,6.1,4.7,5.8,9,"226,463",-5
110/03/04,109 台北一,LA1 甘藍 初秋 ,8.2,5.7,5,5.8,0,"228,311",1
110/03/05,109 台北一,LA1 甘藍 初秋 ,7.3,5.6,5,5.5,-5,"206,165",-10
110/03/06,109 台北一,LA1 甘藍 初秋 ,7.6,5.6,4.9,5.6,2,"216,564",5
110/03/07,109 台北一,LA1 甘藍 初秋 ,7.7,5.7,4.6,5.7,2,"205,986",-5
110/03/09,109 台北一,LA1 甘藍 初秋 ,7.8,5.9,4.9,6.1,7,"179,692",-13
110/03/10,109 台北一,LA1 甘藍 初秋 ,8.1,5.8,4.8,6.1,0,"195,701",9
110/03/11,109 台北一,LA1 甘藍 初秋 ,8.3,5.7,4.9,6.1,0,"160,525",-18
110/03/12,109 台北一,LA1 甘藍 初秋 ,7.5,5.5,4.8,5.7,-7,"184,323",15
110/03/13,109 台北一,LA1 甘藍 初秋 ,7.6,5.6,4.8,5.8,2,"177,416",-4
110/03/14,109 台北一,LA1 甘藍 初秋 ,9,6.5,5,6.6,14,"162,690",-8
110/03/16,109 台北一,LA1 甘藍 初秋 ,8.7,5.7,5,6.1,-8,"189,649",17
110/03/17,109 台北一,LA1 甘藍 初秋 ,8.2,5.6,4.8,6,-2,"172,233",-9
110/03/18,109 台北一,LA1 甘藍 初秋 ,8.1,5.2,4.7,5.6,-7,"183,964",7
110/03/19,109 台北一,LA1 甘藍 初秋 ,8.3,5.5,4.8,5.7,2,"205,692",12
110/03/20,109 台北一,LA1 甘藍 初秋 ,8.5,6,4.8,6.3,11,"207,682",1
110/03/21,109 台北一,LA1 甘藍 初秋 ,8.3,5.8,4.7,5.9,-6,"231,475",11
110/03/24,109 台北一,LA1 甘藍 初秋 ,7.9,5.6,4.6,5.8,-2,"207,220",-10
110/03/25,109 台北一,LA1 甘藍 初秋 ,8.4,5.8,4.8,6,3,"175,528",-15
110/03/26,109 台北一,LA1 甘藍 初秋 ,8.6,5.6,4.4,5.9,-2,"206,969",18
110/03/27,109 台北一,LA1 甘藍 初秋 ,8.8,5.4,4.5,5.9,0,"212,803",3
110/03/28,109 台北一,LA1 甘藍 初秋 ,8.9,5.3,4.4,5.8,-2,"191,291",-10
110/03/30,109 台北一,LA1 甘藍 初秋 ,7.3,5.1,4.5,5.4,-7,"197,730",3
110/03/31,109 台北一,LA1 甘藍 初秋 ,7.9,5.9,4.6,6,11,"165,240",-16
110/04/01,109 台北一,LA1 甘藍 初秋 ,7.4,5.3,4.5,5.6,-7,"171,707",4
110/04/02,109 台北一,LA1 甘藍 初秋 ,7.8,5.9,4.7,6,7,"172,943",1
110/04/03,109 台北一,LA1 甘藍 初秋 ,15.7,11.2,6.9,10.4,73,"152,479",-12
110/04/06,109 台北一,LA1 甘藍 初秋 ,12.8,9.3,6.9,9.5,-9,"176,552",16
110/04/07,109 台北一,LA1 甘藍 初秋 ,13.4,9.9,7.7,10.1,6,"155,792",-12
110/04/08,109 台北一,LA1 甘藍 初秋 ,11.7,7.9,5.6,8.2,-19,"177,394",14
110/04/09,109 台北一,LA1 甘藍 初秋 ,12,8.3,4.8,8.3,1,"175,632",-1
110/04/10,109 台北一,LA1 甘藍 初秋 ,12.4,8.1,5.1,8.4,1,"177,432",1
110/04/11,109 台北一,LA1 甘藍 初秋 ,13.5,8.1,5.4,8.6,2,"173,623",-2
110/04/13,109 台北一,LA1 甘藍 初秋 ,13.7,8.4,5.4,8.9,3,"170,167",-2
110/04/14,109 台北一,LA1 甘藍 初秋 ,13.9,10.2,6.5,10.2,15,"127,946",-25
110/04/15,109 台北一,LA1 甘藍 初秋 ,15,11.3,8.2,11.4,12,"117,827",-8
110/04/16,109 台北一,LA1 甘藍 初秋 ,15.2,12.7,8.5,12.4,9,"130,546",11
110/04/17,109 台北一,LA1 甘藍 初秋 ,15.8,11.9,6.9,11.7,-6,"171,361",31
110/04/18,109 台北一,LA1 甘藍 初秋 ,14.5,10.5,7.2,10.6,-9,"166,709",-3
110/04/20,109 台北一,LA1 甘藍 初秋 ,14.3,10.7,7.7,10.8,2,"167,733",1
110/04/21,109 台北一,LA1 甘藍 初秋 ,13.8,10.6,7.3,10.6,-2,"156,518",-7
110/04/22,109 台北一,LA1 甘藍 初秋 ,14.2,10.6,7.8,10.7,1,"138,495",-12
110/04/23,109 台北一,LA1 甘藍 初秋 ,14.5,10.2,6.4,10.3,-4,"152,687",10
110/04/24,109 台北一,LA1 甘藍 初秋 ,15.1,11,7.2,11,7,"142,306",-7
110/04/25,109 台北一,LA1 甘藍 初秋 ,15.8,10.6,6.5,10.8,-2,"164,011",15
110/04/27,109 台北一,LA1 甘藍 初秋 ,16.6,13.8,9.9,13.5,25,"139,277",-15
110/04/28,109 台北一,LA1 甘藍 初秋 ,15,11.6,7.1,11.4,-16,"172,239",24
110/04/29,109 台北一,LA1 甘藍 初秋 ,14,10.8,7.3,10.7,-6,"141,390",-18
110/04/30,109 台北一,LA1 甘藍 初秋 ,14.1,11,8.3,11.1,4,"163,461",16
110/05/01,109 台北一,LA1 甘藍 初秋 ,15.1,12.1,8.3,11.9,7,"156,580",-4
110/05/02,109 台北一,LA1 甘藍 初秋 ,15.2,12.6,9.3,12.5,5,"159,281",2
110/05/04,109 台北一,LA1 甘藍 初秋 ,14.6,11.3,8.8,11.5,-8,"180,690",13
110/05/05,109 台北一,LA1 甘藍 初秋 ,14,10.9,8.1,11,-4,"152,277",-16
110/05/06,109 台北一,LA1 甘藍 初秋 ,14.4,10.6,7.8,10.8,-2,"150,922",-1
110/05/07,109 台北一,LA1 甘藍 初秋 ,15.3,11.2,8.2,11.4,6,"153,924",2
110/05/08,109 台北一,LA1 甘藍 初秋 ,15.3,11.3,8.4,11.5,1,"162,019",5
110/05/09,109 台北一,LA1 甘藍 初秋 ,14.6,10.4,8,10.8,-6,"173,546",7
110/05/11,109 台北一,LA1 甘藍 初秋 ,14.5,10.9,7.4,11,2,"170,572",-2
110/05/12,109 台北一,LA1 甘藍 初秋 ,13.7,10.5,7.5,10.6,-4,"159,125",-7
110/05/13,109 台北一,LA1 甘藍 初秋 ,13.1,10.6,7.3,10.4,-2,"130,000",-18
110/05/14,109 台北一,LA1 甘藍 初秋 ,15,11.4,7.8,11.4,10,"129,132",-1
110/05/15,109 台北一,LA1 甘藍 初秋 ,16.3,13.3,9,13,14,"141,005",9
110/05/16,109 台北一,LA1 甘藍 初秋 ,36.7,32.1,26.2,31.9,145,"120,695",-14
110/05/18,109 台北一,LA1 甘藍 初秋 ,28.7,21.9,15.4,22,-31,"185,747",54
110/05/19,109 台北一,LA1 甘藍 初秋 ,20.7,14.5,8.7,14.6,-34,"161,897",-13
110/05/20,109 台北一,LA1 甘藍 初秋 ,17.7,11.6,7.7,12.1,-17,"123,929",-23
110/05/21,109 台北一,LA1 甘藍 初秋 ,18.6,12.5,9.4,13.1,8,"111,483",-10
110/05/22,109 台北一,LA1 甘藍 初秋 ,31,27.3,14.9,25.6,95,"87,454",-22
110/05/23,109 台北一,LA1 甘藍 初秋 ,30.7,27.7,22.6,27.3,7,"122,517",40
110/05/25,109 台北一,LA1 甘藍 初秋 ,30.6,23.7,10.2,22.4,-18,"161,263",32
110/05/26,109 台北一,LA1 甘藍 初秋 ,24.2,18.7,10.6,18.2,-19,"133,176",-17
110/05/27,109 台北一,LA1 甘藍 初秋 ,24.4,18.2,11.7,18.2,0,"103,042",-23
110/05/28,109 台北一,LA1 甘藍 初秋 ,29.8,22.5,17.9,23,26,"94,126",-9
110/05/29,109 台北一,LA1 甘藍 初秋 ,29.6,21.1,13.1,21.2,-8,"164,825",75
110/05/30,109 台北一,LA1 甘藍 初秋 ,28.6,19.8,12,20,-6,"166,166",1
110/06/01,109 台北一,LA1 甘藍 初秋 ,27.5,20.7,11.4,20.2,1,"144,131",-13
110/06/02,109 台北一,LA1 甘藍 初秋 ,28,22.8,18.9,23,14,"131,634",-9
110/06/04,109 台北一,LA1 甘藍 初秋 ,27.1,21,16.5,21.3,-7,"168,120",28
110/06/05,109 台北一,LA1 甘藍 初秋 ,23.8,19.1,12.4,18.7,-12,"179,519",7
110/06/06,109 台北一,LA1 甘藍 初秋 ,24.1,18.7,11.2,18.3,-2,"173,418",-3
110/06/08,109 台北一,LA1 甘藍 初秋 ,22,15.2,7.2,15,-18,"203,231",17
110/06/09,109 台北一,LA1 甘藍 初秋 ,22.7,16.5,11,16.6,11,"138,080",-32
110/06/10,109 台北一,LA1 甘藍 初秋 ,22.8,18.1,11,17.6,6,"109,657",-21
110/06/11,109 台北一,LA1 甘藍 初秋 ,24.5,19.4,11.8,18.9,7,"119,038",9
110/06/12,109 台北一,LA1 甘藍 初秋 ,22.2,14.7,7.7,14.8,-22,"192,738",62
110/06/13,109 台北一,LA1 甘藍 初秋 ,23,15.6,6.2,15.2,3,"174,973",-9
110/06/14,109 台北一,LA1 甘藍 初秋 ,27.4,21.4,13.6,21,38,"128,693",-26
110/06/17,109 台北一,LA1 甘藍 初秋 ,21.8,15,8.5,15.1,-28,"96,289",-25
110/06/18,109 台北一,LA1 甘藍 初秋 ,21.9,15.2,8.1,15.1,0,"148,701",54
110/06/19,109 台北一,LA1 甘藍 初秋 ,21.1,15.6,9.4,15.5,3,"153,571",3
110/06/20,109 台北一,LA1 甘藍 初秋 ,23.1,17.8,11.6,17.6,14,"124,260",-19
110/06/22,109 台北一,LA1 甘藍 初秋 ,28,21.6,13.8,21.3,21,"120,371",-3
110/06/23,109 台北一,LA1 甘藍 初秋 ,24.4,17,8.7,16.8,-21,"136,686",14
110/06/24,109 台北一,LA1 甘藍 初秋 ,24,17,9.4,16.9,1,"111,272",-19
110/06/25,109 台北一,LA1 甘藍 初秋 ,31.1,21.8,12,21.7,28,"91,924",-17
110/06/26,109 台北一,LA1 甘藍 初秋 ,30.5,22.3,9.9,21.5,-1,"127,489",39
110/06/27,109 台北一,LA1 甘藍 初秋 ,33.7,27.7,16.8,26.7,24,"90,543",-29
110/06/29,109 台北一,LA1 甘藍 初秋 ,33,21.6,11.7,21.9,-18,"133,251",47
110/06/30,109 台北一,LA1 甘藍 初秋 ,32.3,21.6,11.2,21.6,-1,"102,794",-23
110/07/01,109 台北一,LA1 甘藍 初秋 ,31.9,22.1,13.6,22.4,4,"75,120",-27
110/07/02,109 台北一,LA1 甘藍 初秋 ,30.9,22.7,15.3,22.8,2,"102,905",37
110/07/03,109 台北一,LA1 甘藍 初秋 ,32,25.8,13,24.5,7,"90,354",-12
110/07/04,109 台北一,LA1 甘藍 初秋 ,38.6,34.6,22.7,33.1,35,"75,930",-16
110/07/06,109 台北一,LA1 甘藍 初秋 ,40,34.8,25.3,34,3,"89,161",17
110/07/07,109 台北一,LA1 甘藍 初秋 ,36.2,30.2,22.8,30,-12,"109,801",23
110/07/08,109 台北一,LA1 甘藍 初秋 ,34.6,28.2,20.2,27.9,-7,"91,222",-17
110/07/09,109 台北一,LA1 甘藍 初秋 ,37.7,32.5,25.1,32.1,15,"72,544",-20
110/07/10,109 台北一,LA1 甘藍 初秋 ,41.5,34.6,23,33.7,5,"79,440",10
110/07/11,109 台北一,LA1 甘藍 初秋 ,42.9,35.1,19.2,33.5,-1,"94,753",19
110/07/13,109 台北一,LA1 甘藍 初秋 ,53.9,44.8,32.9,44.2,32,"63,212",-33
110/07/14,109 台北一,LA1 甘藍 初秋 ,53.8,44.6,35.9,44.7,1,"64,018",1
110/07/16,109 台北一,LA1 甘藍 初秋 ,53.8,46.2,32.2,44.9,0,"66,278",4
110/07/17,109 台北一,LA1 甘藍 初秋 ,52.7,46.7,29.2,44.4,-1,"69,557",5
110/07/18,109 台北一,LA1 甘藍 初秋 ,52.7,47.3,33.7,45.6,3,"58,888",-15
110/07/20,109 台北一,LA1 甘藍 初秋 ,61.2,56,43.1,54.4,19,"44,392",-25
110/07/21,109 台北一,LA1 甘藍 初秋 ,64.9,59,47.2,57.8,6,"46,335",4
110/07/22,109 台北一,LA1 甘藍 初秋 ,57.8,48.5,28.4,46.4,-20,"65,517",41
110/07/23,109 台北一,LA1 甘藍 初秋 ,57,42.2,24.5,41.6,-10,"43,498",-34
110/07/24,109 台北一,LA1 甘藍 初秋 ,59.5,46.7,21.5,44.2,6,"37,912",-13
110/07/25,109 台北一,LA1 甘藍 初秋 ,64,51.8,38.8,51.7,17,"23,531",-38
110/07/27,109 台北一,LA1 甘藍 初秋 ,61.1,50.3,40.1,50.4,-3,"33,007",40
110/07/28,109 台北一,LA1 甘藍 初秋 ,57.2,45,32.8,45,-11,"37,218",13
110/07/29,109 台北一,LA1 甘藍 初秋 ,51.5,39.3,30.4,40,-11,"34,068",-8
110/07/30,109 台北一,LA1 甘藍 初秋 ,62.2,43.6,22,43,8,"23,632",-31
110/07/31,109 台北一,LA1 甘藍 初秋 ,56.4,43.8,35,44.6,4,"33,129",40
110/08/01,109 台北一,LA1 甘藍 初秋 ,54.1,39.6,32.5,41,-8,"38,395",16
110/08/03,109 台北一,LA1 甘藍 初秋 ,61.3,46.8,35.6,47.4,16,"38,140",-1
110/08/04,109 台北一,LA1 甘藍 初秋 ,66.4,52.4,39.6,52.6,11,"32,034",-16
110/08/05,109 台北一,LA1 甘藍 初秋 ,64.3,53,44,53.5,2,"42,342",32
110/08/06,109 台北一,LA1 甘藍 初秋 ,55.6,43.5,32.8,43.8,-18,"55,100",30
110/08/07,109 台北一,LA1 甘藍 初秋 ,63.6,44.2,29.1,45,3,"40,491",-27
110/08/08,109 台北一,LA1 甘藍 初秋 ,61.5,48,37.3,48.5,8,"49,875",23
110/08/10,109 台北一,LA1 甘藍 初秋 ,58.9,46.3,32.9,46.1,-5,"50,433",1
110/08/11,109 台北一,LA1 甘藍 初秋 ,53.4,40.3,28.1,40.5,-12,"56,873",13
110/08/12,109 台北一,LA1 甘藍 初秋 ,53.6,40.4,28.5,40.6,0,"46,195",-19
110/08/13,109 台北一,LA1 甘藍 初秋 ,53.3,37.8,30.4,39.4,-3,"46,549",1
110/08/14,109 台北一,LA1 甘藍 初秋 ,62.5,41.9,30,43.6,11,"45,283",-3
110/08/15,109 台北一,LA1 甘藍 初秋 ,71.4,55.4,43.7,56.2,29,"31,083",-31
110/08/17,109 台北一,LA1 甘藍 初秋 ,70.2,45.8,23.9,46.3,-18,"45,126",45
110/08/18,109 台北一,LA1 甘藍 初秋 ,69,51.9,33.6,51.6,11,"32,231",-29
110/08/19,109 台北一,LA1 甘藍 初秋 ,75.3,56.2,42.5,57.3,11,"25,363",-21
110/08/20,109 台北一,LA1 甘藍 初秋 ,75.8,58.3,49.4,60,5,"30,567",21
110/08/21,109 台北一,LA1 甘藍 初秋 ,80.7,63.4,41.5,62.5,4,"36,559",20
110/08/22,109 台北一,LA1 甘藍 初秋 ,87.1,59.6,40.1,61.2,-2,"37,494",3
110/08/25,109 台北一,LA1 甘藍 初秋 ,55,46.8,31.7,45.4,-26,"41,307",10
110/08/26,109 台北一,LA1 甘藍 初秋 ,55.1,50.8,42.3,49.9,10,"24,747",-40
110/08/27,109 台北一,LA1 甘藍 初秋 ,59,49,37.6,48.7,-2,"32,665",32
110/08/28,109 台北一,LA1 甘藍 初秋 ,58.7,51.1,41.5,50.7,4,"40,254",23
110/08/29,109 台北一,LA1 甘藍 初秋 ,61.8,54.7,37.2,52.6,4,"32,832",-18
110/08/31,109 台北一,LA1 甘藍 初秋 ,68.2,63.4,45.6,60.8,16,"18,325",-44
110/09/01,109 台北一,LA1 甘藍 初秋 ,63,60,49,58.4,-4,"14,715",-20
110/09/02,109 台北一,LA1 甘藍 初秋 ,61.8,59.1,53.1,58.4,0,"14,329",-3
110/09/03,109 台北一,LA1 甘藍 初秋 ,65.7,61.7,54.8,61.1,5,"10,555",-26
110/09/04,109 台北一,LA1 甘藍 初秋 ,77.5,66.9,48.3,65.3,7,"17,855",69
110/09/05,109 台北一,LA1 甘藍 初秋 ,71.4,64.6,43.5,61.8,-5,"19,257",8
110/09/07,109 台北一,LA1 甘藍 初秋 ,74.6,67.8,56.1,66.8,8,"9,324",-52
110/09/08,109 台北一,LA1 甘藍 初秋 ,68.8,60.9,54.4,61.2,-8,"10,490",13
110/09/09,109 台北一,LA1 甘藍 初秋 ,92,67.2,38.4,66.4,8,"10,448",0
110/09/10,109 台北一,LA1 甘藍 初秋 ,68,48.5,40,50.7,-24,"37,593",260
110/09/11,109 台北一,LA1 甘藍 初秋 ,75.4,50.4,36.3,52.6,4,"39,400",5
110/09/12,109 台北一,LA1 甘藍 初秋 ,57.8,50,24.6,46.5,-12,"17,225",-56
110/09/14,109 台北一,LA1 甘藍 初秋 ,57.1,52.3,45.8,52,12,"12,924",-25
110/09/15,109 台北一,LA1 甘藍 初秋 ,55.3,45.5,36.4,45.6,-12,"23,080",79
110/09/17,109 台北一,LA1 甘藍 初秋 ,48.2,38.7,28.4,38.6,-15,"41,138",78
110/09/18,109 台北一,LA1 甘藍 初秋 ,40.1,32.3,22.1,31.8,-18,"39,515",-4
110/09/19,109 台北一,LA1 甘藍 初秋 ,49.2,32.4,17.7,32.8,3,"37,971",-4
110/09/20,109 台北一,LA1 甘藍 初秋 ,48.1,30,25.1,32.6,-1,"30,144",-21
110/09/21,109 台北一,LA1 甘藍 初秋 ,44.9,29.9,24.9,31.9,-2,"47,457",57
110/09/24,109 台北一,LA1 甘藍 初秋 ,47.8,27.6,20.4,30.2,-5,"49,029",3
110/09/25,109 台北一,LA1 甘藍 初秋 ,48.9,34.4,22.9,35,16,"43,248",-12
110/09/26,109 台北一,LA1 甘藍 初秋 ,45.9,31.6,14.1,31,-11,"46,577",8
110/09/28,109 台北一,LA1 甘藍 初秋 ,44.5,30,13.6,29.6,-5,"40,408",-13
110/09/29,109 台北一,LA1 甘藍 初秋 ,36.3,24.4,15,24.9,-16,"56,472",40
110/09/30,109 台北一,LA1 甘藍 初秋 ,33.8,24.3,12.3,23.8,-4,"45,620",-19
110/10/01,109 台北一,LA1 甘藍 初秋 ,29.5,21.4,15.8,21.9,-8,"64,884",42
110/10/02,109 台北一,LA1 甘藍 初秋 ,37.8,22.8,16.7,24.6,12,"62,601",-4
110/10/03,109 台北一,LA1 甘藍 初秋 ,42.8,26.1,17.8,27.8,13,"58,127",-7
110/10/05,109 台北一,LA1 甘藍 初秋 ,44.6,22,15.2,25.2,-9,"68,613",18
110/10/06,109 台北一,LA1 甘藍 初秋 ,33.3,21.5,14.1,22.4,-11,"64,926",-5
110/10/07,109 台北一,LA1 甘藍 初秋 ,31,22.6,15,22.8,2,"48,992",-25
110/10/08,109 台北一,LA1 甘藍 初秋 ,33.1,23.1,15.1,23.5,3,"53,351",9
110/10/09,109 台北一,LA1 甘藍 初秋 ,45.3,25.9,16.9,28,19,"48,395",-9
110/10/10,109 台北一,LA1 甘藍 初秋 ,41,30.6,18.7,30.3,8,"49,429",2
110/10/12,109 台北一,LA1 甘藍 初秋 ,45,33.5,22.6,33.6,11,"41,152",-17
110/10/13,109 台北一,LA1 甘藍 初秋 ,50.6,35.7,14.2,34.4,2,"35,319",-14
110/10/15,109 台北一,LA1 甘藍 初秋 ,49.5,29.2,17.2,30.8,-10,"60,976",73
110/10/16,109 台北一,LA1 甘藍 初秋 ,48.8,30.3,15.8,31.1,1,"64,213",5
110/10/17,109 台北一,LA1 甘藍 初秋 ,46.8,28.7,17.2,30,-4,"58,962",-8
110/10/19,109 台北一,LA1 甘藍 初秋 ,50.5,34.3,16.1,33.9,13,"45,738",-22
110/10/20,109 台北一,LA1 甘藍 初秋 ,41.3,24.9,15.5,26.3,-22,"57,937",27
110/10/21,109 台北一,LA1 甘藍 初秋 ,38.8,23.9,12.1,24.5,-7,"64,924",12
110/10/22,109 台北一,LA1 甘藍 初秋 ,36.9,23.8,9.4,23.5,-4,"74,369",15
110/10/23,109 台北一,LA1 甘藍 初秋 ,39.7,27.2,10.6,26.4,12,"65,742",-12
110/10/24,109 台北一,LA1 甘藍 初秋 ,41.9,30.4,13.8,29.4,11,"51,296",-22
110/10/26,109 台北一,LA1 甘藍 初秋 ,47.8,24.7,10.1,26.4,-10,"46,616",-9
110/10/27,109 台北一,LA1 甘藍 初秋 ,49.1,31.6,13.5,31.5,19,"39,199",-16
110/10/28,109 台北一,LA1 甘藍 初秋 ,46.7,26,10.4,27,-14,"47,907",22
110/10/29,109 台北一,LA1 甘藍 初秋 ,47.3,26.6,12.1,27.9,3,"49,901",4
110/10/30,109 台北一,LA1 甘藍 初秋 ,51.1,27.7,12.2,29.2,5,"55,567",11
110/10/31,109 台北一,LA1 甘藍 初秋 ,50.4,16.1,10.2,21.8,-25,"86,279",55
110/11/02,109 台北一,LA1 甘藍 初秋 ,53.7,16.4,7.1,22,1,"87,431",1
110/11/03,109 台北一,LA1 甘藍 初秋 ,45.4,17.2,8.3,21,-5,"79,097",-10
110/11/04,109 台北一,LA1 甘藍 初秋 ,42.5,17.7,7.7,20.7,-1,"89,235",13
110/11/05,109 台北一,LA1 甘藍 初秋 ,47.2,23.8,9.3,25.6,24,"76,817",-14
110/11/06,109 台北一,LA1 甘藍 初秋 ,47.9,21.7,8.4,24.3,-5,"83,887",9
110/11/07,109 台北一,LA1 甘藍 初秋 ,48.6,20.7,9.6,24,-1,"85,307",2
110/11/09,109 台北一,LA1 甘藍 初秋 ,42.4,23,12.8,24.9,4,"101,751",19
110/11/10,109 台北一,LA1 甘藍 初秋 ,39.2,21.8,12.7,23.5,-6,"140,821",38
110/11/12,109 台北一,LA1 甘藍 初秋 ,34.5,20.4,13,21.7,-8,"121,117",-14
110/11/13,109 台北一,LA1 甘藍 初秋 ,34.2,16.5,8.5,18.4,-15,"140,790",16
110/11/14,109 台北一,LA1 甘藍 初秋 ,35.1,16.6,9.8,19,3,"114,042",-19
110/11/16,109 台北一,LA1 甘藍 初秋 ,38.8,17.8,9.7,20.4,7,"125,151",10
110/11/17,109 台北一,LA1 甘藍 初秋 ,38.7,20.1,12.4,22.3,9,"95,794",-23
110/11/18,109 台北一,LA1 甘藍 初秋 ,33.8,18.5,12.8,20.4,-9,"96,182",0
110/11/19,109 台北一,LA1 甘藍 初秋 ,28.2,16,10.7,17.4,-15,"127,381",32
110/11/20,109 台北一,LA1 甘藍 初秋 ,28.4,15,9.1,16.5,-5,"138,645",9
110/11/21,109 台北一,LA1 甘藍 初秋 ,25.7,16,10.1,16.7,1,"144,424",4
110/11/23,109 台北一,LA1 甘藍 初秋 ,19.8,12.2,7.5,12.8,-23,"183,405",27
110/11/24,109 台北一,LA1 甘藍 初秋 ,19.6,10.7,5.5,11.4,-11,"158,650",-13
110/11/25,109 台北一,LA1 甘藍 初秋 ,21.8,11.1,6,12.2,7,"175,113",10
110/11/26,109 台北一,LA1 甘藍 初秋 ,25.4,12.6,7.5,14.2,16,"142,198",-19
110/11/27,109 台北一,LA1 甘藍 初秋 ,23.8,13.1,7.8,14.2,0,"153,552",8
110/11/28,109 台北一,LA1 甘藍 初秋 ,22.7,12,8.2,13.4,-6,"179,445",17
110/11/30,109 台北一,LA1 甘藍 初秋 ,24.6,12.9,8.2,14.3,7,"170,329",-5
110/12/01,109 台北一,LA1 甘藍 初秋 ,24.8,13.9,9.4,15.2,6,"140,234",-18
110/12/02,109 台北一,LA1 甘藍 初秋 ,24.2,15,10.5,15.9,5,"136,970",-2
110/12/03,109 台北一,LA1 甘藍 初秋 ,20.8,13.6,8.8,14.1,-11,"193,170",41
110/12/04,109 台北一,LA1 甘藍 初秋 ,18.3,11.2,6.7,11.8,-16,"219,951",14
110/12/05,109 台北一,LA1 甘藍 初秋 ,19.7,12.3,6.9,12.7,8,"191,393",-13
110/12/07,109 台北一,LA1 甘藍 初秋 ,23.6,16.1,11.2,16.6,31,"156,752",-18
110/12/08,109 台北一,LA1 甘藍 初秋 ,27.6,19.1,13.3,19.6,18,"162,857",4
110/12/10,109 台北一,LA1 甘藍 初秋 ,24.5,17.3,10.9,17.5,-11,"192,505",18
110/12/11,109 台北一,LA1 甘藍 初秋 ,23.4,16.8,10.6,16.9,-3,"180,954",-6
110/12/12,109 台北一,LA1 甘藍 初秋 ,22,14.9,9.2,15.2,-10,"196,751",9
110/12/14,109 台北一,LA1 甘藍 初秋 ,19.7,13.2,7.8,13.4,-12,"206,561",5
110/12/15,109 台北一,LA1 甘藍 初秋 ,16.2,10,5.4,10.3,-23,"202,728",-2
110/12/16,109 台北一,LA1 甘藍 初秋 ,14.8,8.9,5.1,9.3,-10,"181,139",-11
110/12/17,109 台北一,LA1 甘藍 初秋 ,16.7,9.7,7,10.5,13,"161,706",-11
110/12/18,109 台北一,LA1 甘藍 初秋 ,16.9,9.9,6.3,10.6,1,"191,690",19
110/12/19,109 台北一,LA1 甘藍 初秋 ,15.6,8.6,5.7,9.4,-11,"210,718",10
110/12/21,109 台北一,LA1 甘藍 初秋 ,16.5,11.7,8,11.9,27,"174,157",-17
110/12/22,109 台北一,LA1 甘藍 初秋 ,15.4,11.5,7.3,11.5,-3,"120,501",-31
110/12/23,109 台北一,LA1 甘藍 初秋 ,16.7,9.6,7.4,10.6,-8,"174,442",45
110/12/24,109 台北一,LA1 甘藍 初秋 ,17.5,10.3,6.7,11,4,"176,245",1
