日期,市場,產品,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
111/12/18,109 台北一,LA1 甘藍 初秋 ,31.1,21.1,13.6,21.6,6,"157,979",-6
111/12/20,109 台北一,LA1 甘藍 初秋 ,30,19.6,12.1,20.2,-6,"190,826",21
111/12/21,109 台北一,LA1 甘藍 初秋 ,27.2,15,7.9,16,-21,"214,501",12
111/12/22,109 台北一,LA1 甘藍 初秋 ,28.6,16.6,6.9,17.1,7,"156,410",-27
111/12/23,109 台北一,LA1 甘藍 初秋 ,24.4,14.6,7.8,15.2,-11,"203,861",30
111/12/24,109 台北一,LA1 甘藍 初秋 ,27.9,15.6,8.3,16.6,9,"176,886",-13
111/12/25,109 台北一,LA1 甘藍 初秋 ,29.5,17.3,10.3,18.4,11,"163,953",-7
111/12/27,109 台北一,LA1 甘藍 初秋 ,32,24.9,16.4,24.6,34,"131,365",-20
111/12/28,109 台北一,LA1 甘藍 初秋 ,29.9,22.9,12.6,22.2,-10,"150,235",14
111/12/29,109 台北一,LA1 甘藍 初秋 ,28.6,24,17.9,23.7,7,"140,847",-6
111/12/30,109 台北一,LA1 甘藍 初秋 ,28.6,21.3,13.3,21.2,-11,"160,651",14
111/12/31,109 台北一,LA1 甘藍 初秋 ,33.7,24.3,13.3,24,13,"142,220",-11
112/01/01,109 台北一,LA1 甘藍 初秋 ,44.4,33.4,14.4,31.8,33,"113,450",-20
112/01/03,109 台北一,LA1 甘藍 初秋 ,36.3,27.5,13.2,26.4,-17,"173,089",53
112/01/04,109 台北一,LA1 甘藍 初秋 ,33,25.6,14.6,24.9,-6,"153,432",-11
112/01/05,109 台北一,LA1 甘藍 初秋 ,31.6,23.3,14.6,23.2,-7,"161,772",5
112/01/06,109 台北一,LA1 甘藍 初秋 ,29.8,22.2,16.3,22.5,-3,"161,505",0
112/01/07,109 台北一,LA1 甘藍 初秋 ,28.3,18.7,12.2,19.3,-14,"175,098",8
112/01/08,109 台北一,LA1 甘藍 初秋 ,28,21,14.8,21.2,10,"135,748",-22
112/01/10,109 台北一,LA1 甘藍 初秋 ,24.6,17.7,12,18,-15,"188,256",39
112/01/11,109 台北一,LA1 甘藍 初秋 ,24.9,16.7,10.9,17.2,-4,"169,674",-10
112/01/12,109 台北一,LA1 甘藍 初秋 ,24,17.3,11.8,17.5,2,"148,078",-13
112/01/13,109 台北一,LA1 甘藍 初秋 ,23.3,15.9,9.6,16.1,-8,"176,884",19
112/01/14,109 台北一,LA1 甘藍 初秋 ,22.5,14.7,9,15.2,-6,"194,068",10
112/01/15,109 台北一,LA1 甘藍 初秋 ,21,14.1,7.3,14.1,-7,"178,447",-8
112/01/17,109 台北一,LA1 甘藍 初秋 ,25.7,18.4,12.2,18.6,32,"169,532",-5
112/01/18,109 台北一,LA1 甘藍 初秋 ,33.5,21,11.9,21.7,17,"176,514",4
112/01/19,109 台北一,LA1 甘藍 初秋 ,34.8,23,15.2,23.8,10,"220,923",25
112/01/20,109 台北一,LA1 甘藍 初秋 ,32.2,17.8,7.7,18.7,-21,"297,841",35
112/01/21,109 台北一,LA1 甘藍 初秋 ,16,9.7,6,10.2,-45,"166,131",-44
112/01/27,109 台北一,LA1 甘藍 初秋 ,28.5,16.9,10.1,17.9,75,"161,904",-3
112/01/28,109 台北一,LA1 甘藍 初秋 ,30.2,19.3,13.2,20.2,13,"154,469",-5
112/01/29,109 台北一,LA1 甘藍 初秋 ,26.1,15,9.4,16.1,-20,"221,204",43
112/01/31,109 台北一,LA1 甘藍 初秋 ,22.5,12.6,7.3,13.6,-16,"237,655",7
112/02/01,109 台北一,LA1 甘藍 初秋 ,21.3,14.2,8.1,14.4,6,"166,569",-30
112/02/02,109 台北一,LA1 甘藍 初秋 ,22.6,14.3,11.1,15.3,6,"137,046",-18
112/02/03,109 台北一,LA1 甘藍 初秋 ,21.4,14.9,9.4,15.1,-1,"175,355",28
112/02/04,109 台北一,LA1 甘藍 初秋 ,21.3,15.4,11.4,15.8,5,"198,757",13
112/02/05,109 台北一,LA1 甘藍 初秋 ,22.8,15.4,9.4,15.7,-1,"199,315",0
112/02/08,109 台北一,LA1 甘藍 初秋 ,20.9,15.3,10.4,15.4,-2,"206,120",3
112/02/09,109 台北一,LA1 甘藍 初秋 ,19.7,13.4,9.4,13.8,-10,"192,004",-7
112/02/10,109 台北一,LA1 甘藍 初秋 ,19,11.8,7.9,12.4,-10,"203,624",6
112/02/11,109 台北一,LA1 甘藍 初秋 ,17.8,11.8,8.4,12.3,-1,"177,636",-13
112/02/12,109 台北一,LA1 甘藍 初秋 ,17,12,7.4,12,-2,"155,177",-13
112/02/14,109 台北一,LA1 甘藍 初秋 ,16.2,11.4,6.6,11.4,-5,"183,384",18
112/02/15,109 台北一,LA1 甘藍 初秋 ,14.5,11.1,8.7,11.3,-1,"165,193",-10
112/02/16,109 台北一,LA1 甘藍 初秋 ,16.1,11.5,9,11.9,5,"141,965",-14
112/02/17,109 台北一,LA1 甘藍 初秋 ,15.4,11.2,7.7,11.3,-5,"160,217",13
112/02/18,109 台北一,LA1 甘藍 初秋 ,17.5,13,9.2,13.1,16,"144,596",-10
112/02/19,109 台北一,LA1 甘藍 初秋 ,21.5,17.6,14.8,17.8,36,"98,267",-32
112/02/21,109 台北一,LA1 甘藍 初秋 ,20.2,15.1,10.4,15.2,-15,"185,819",89
112/02/22,109 台北一,LA1 甘藍 初秋 ,21.4,16.8,13.3,17.1,13,"167,307",-10
112/02/23,109 台北一,LA1 甘藍 初秋 ,19.7,15.9,12.9,16.1,-6,"93,173",-44
112/02/24,109 台北一,LA1 甘藍 初秋 ,23.4,21.6,18.4,21.3,32,"119,791",29
112/02/25,109 台北一,LA1 甘藍 初秋 ,22.2,17.7,15.1,18.1,-15,"179,873",50
112/02/26,109 台北一,LA1 甘藍 初秋 ,19.2,14.1,9.8,14.3,-21,"207,119",15
112/02/28,109 台北一,LA1 甘藍 初秋 ,20.1,13.4,9.5,14,-2,"200,607",-3
112/03/01,109 台北一,LA1 甘藍 初秋 ,19.3,13.2,10.1,13.8,-1,"145,785",-27
112/03/02,109 台北一,LA1 甘藍 初秋 ,17.6,12.7,10,13.1,-5,"138,081",-5
112/03/03,109 台北一,LA1 甘藍 初秋 ,18.7,12.4,10,13.2,1,"168,109",22
112/03/04,109 台北一,LA1 甘藍 初秋 ,17.4,10.6,8.4,11.5,-13,"200,262",19
112/03/05,109 台北一,LA1 甘藍 初秋 ,16.9,11.3,8.6,11.9,3,"159,216",-20
112/03/07,109 台北一,LA1 甘藍 初秋 ,16,9.5,7.8,10.4,-13,"236,908",49
112/03/08,109 台北一,LA1 甘藍 初秋 ,15.3,9.9,8.3,10.7,3,"170,519",-28
112/03/09,109 台北一,LA1 甘藍 初秋 ,14.2,9.4,8.2,10.2,-5,"166,207",-3
112/03/10,109 台北一,LA1 甘藍 初秋 ,15.3,9.2,7.9,9.1,-11,"192,310",16
112/03/11,109 台北一,LA1 甘藍 初秋 ,15.4,8.8,7.8,9.7,7,"163,740",-15
112/03/12,109 台北一,LA1 甘藍 初秋 ,15.4,8.4,6.8,9,-7,"195,219",19
112/03/14,109 台北一,LA1 甘藍 初秋 ,15.1,8.5,7,9,0,"199,363",2
112/03/15,109 台北一,LA1 甘藍 初秋 ,15.7,8.4,6.8,9.5,6,"202,431",2
112/03/17,109 台北一,LA1 甘藍 初秋 ,13.8,8.3,7,9.1,-4,"207,524",3
112/03/18,109 台北一,LA1 甘藍 初秋 ,15.9,8.2,6.9,9.2,1,"184,624",-11
112/03/19,109 台北一,LA1 甘藍 初秋 ,15.7,7.7,6.2,8.4,-9,"173,704",-6
112/03/21,109 台北一,LA1 甘藍 初秋 ,14.9,8.1,6,8.4,0,"179,760",3
112/03/22,109 台北一,LA1 甘藍 初秋 ,14,9,6,8.9,6,"186,837",4
112/03/23,109 台北一,LA1 甘藍 初秋 ,12.4,9,6.2,9.1,2,"190,146",2
112/03/24,109 台北一,LA1 甘藍 初秋 ,12.7,9.3,5.6,9.1,0,"208,928",10
112/03/25,109 台北一,LA1 甘藍 初秋 ,13.4,9.9,5.9,9.6,5,"192,953",-8
112/03/26,109 台北一,LA1 甘藍 初秋 ,13.2,8.7,5,8.9,-7,"196,742",2
112/03/28,109 台北一,LA1 甘藍 初秋 ,13.3,11.6,8.8,11.4,28,"134,976",-31
112/03/29,109 台北一,LA1 甘藍 初秋 ,14.5,12.1,9.9,12.1,6,"145,942",8
112/03/30,109 台北一,LA1 甘藍 初秋 ,14.3,9.9,7.8,10.4,-14,"150,777",3
112/03/31,109 台北一,LA1 甘藍 初秋 ,13.3,9.2,6.3,9.4,-10,"211,493",40
112/04/01,109 台北一,LA1 甘藍 初秋 ,13.4,9.2,5.5,9.3,-1,"177,779",-16
112/04/02,109 台北一,LA1 甘藍 初秋 ,13.1,8.9,5.3,9,-3,"155,301",-13
112/04/03,109 台北一,LA1 甘藍 初秋 ,12.4,9.1,5.5,9,0,"148,410",-4
112/04/04,109 台北一,LA1 甘藍 初秋 ,13.9,10.6,6.8,10.5,17,"160,523",8
112/04/07,109 台北一,LA1 甘藍 初秋 ,13.2,10.4,7.9,10.5,0,"162,640",1
112/04/08,109 台北一,LA1 甘藍 初秋 ,13.4,10.5,6.7,10.3,-2,"179,684",10
112/04/09,109 台北一,LA1 甘藍 初秋 ,13,9.4,6.5,9.5,-8,"212,709",18
112/04/11,109 台北一,LA1 甘藍 初秋 ,12.7,10.2,6.5,10,5,"199,615",-6
112/04/12,109 台北一,LA1 甘藍 初秋 ,12.7,9.5,6,9.4,-6,"171,742",-14
112/04/13,109 台北一,LA1 甘藍 初秋 ,12.6,8.4,5.8,8.7,-7,"144,889",-16
112/04/14,109 台北一,LA1 甘藍 初秋 ,13.4,7.8,5.8,8.3,-5,"152,777",5
112/04/15,109 台北一,LA1 甘藍 初秋 ,13.2,7.2,5.3,8,-4,"147,257",-4
112/04/16,109 台北一,LA1 甘藍 初秋 ,15.6,11.4,7.5,11.3,41,"92,106",-37
112/04/18,109 台北一,LA1 甘藍 初秋 ,13.2,10.3,6.8,10.2,-10,"147,976",61
112/04/19,109 台北一,LA1 甘藍 初秋 ,13.7,10.2,6.1,10.1,-1,"137,926",-7
112/04/20,109 台北一,LA1 甘藍 初秋 ,13.9,9.5,5.3,9.6,-5,"131,082",-5
112/04/21,109 台北一,LA1 甘藍 初秋 ,14.6,10.6,7.1,10.1,5,"102,055",-22
112/04/22,109 台北一,LA1 甘藍 初秋 ,16.6,13.5,8.6,13.1,30,"107,328",5
112/04/23,109 台北一,LA1 甘藍 初秋 ,18.3,13.9,10,14,7,"130,985",22
112/04/25,109 台北一,LA1 甘藍 初秋 ,18.8,12.3,6.9,12.5,-11,"138,692",6
112/04/26,109 台北一,LA1 甘藍 初秋 ,18.6,13.1,8.3,13.2,6,"130,401",-6
112/04/28,109 台北一,LA1 甘藍 初秋 ,14.4,11.1,7.3,11,-17,"167,500",28
112/04/29,109 台北一,LA1 甘藍 初秋 ,14.5,9.8,6,10,-9,"173,031",3
112/04/30,109 台北一,LA1 甘藍 初秋 ,15,10.1,6.4,10.3,3,"168,168",-3
112/05/02,109 台北一,LA1 甘藍 初秋 ,14.7,9.4,6.5,9.9,-4,"187,338",11
112/05/03,109 台北一,LA1 甘藍 初秋 ,12.8,8,5.7,8.5,-14,"180,372",-4
112/05/04,109 台北一,LA1 甘藍 初秋 ,14,8.2,6,9,6,"131,797",-27
112/05/05,109 台北一,LA1 甘藍 初秋 ,12.6,10.1,7.3,10,11,"113,935",-14
112/05/06,109 台北一,LA1 甘藍 初秋 ,16.5,13.8,11.2,13.8,38,"104,927",-8
112/05/07,109 台北一,LA1 甘藍 初秋 ,20.5,16.8,13.5,16.9,22,"104,350",-1
112/05/09,109 台北一,LA1 甘藍 初秋 ,18.6,15.8,11.3,15.5,-8,"139,912",34
112/05/10,109 台北一,LA1 甘藍 初秋 ,18.5,15,11.4,15,-3,"141,958",1
112/05/11,109 台北一,LA1 甘藍 初秋 ,17.3,15,10.8,14.6,-3,"133,042",-6
112/05/12,109 台北一,LA1 甘藍 初秋 ,16.7,12.8,8.4,12.7,-13,"168,348",27
112/05/13,109 台北一,LA1 甘藍 初秋 ,17.2,11.5,8.2,12,-6,"156,663",-7
112/05/14,109 台北一,LA1 甘藍 初秋 ,17.2,11.9,8.6,12.3,3,"139,233",-11
112/05/16,109 台北一,LA1 甘藍 初秋 ,18.7,12.4,8,12.8,4,"146,323",5
112/05/17,109 台北一,LA1 甘藍 初秋 ,17.9,15,10.8,14.7,15,"111,991",-23
112/05/18,109 台北一,LA1 甘藍 初秋 ,16.9,12.8,9.2,12.9,-12,"120,165",7
112/05/19,109 台北一,LA1 甘藍 初秋 ,17.7,14.2,10.1,14,9,"124,592",4
112/05/20,109 台北一,LA1 甘藍 初秋 ,18,14.6,10.5,14.4,3,"143,167",15
112/05/21,109 台北一,LA1 甘藍 初秋 ,18.3,14.4,11,14.5,1,"151,234",6
112/05/23,109 台北一,LA1 甘藍 初秋 ,20.1,16.2,13.2,16.4,13,"160,282",6
112/05/24,109 台北一,LA1 甘藍 初秋 ,28.4,23.5,19.8,23.7,45,"127,061",-21
112/05/26,109 台北一,LA1 甘藍 初秋 ,29.5,24.6,19.1,24.5,3,"141,899",12
112/05/27,109 台北一,LA1 甘藍 初秋 ,26,22.1,16.8,21.8,-11,"155,255",9
112/05/28,109 台北一,LA1 甘藍 初秋 ,26.7,22.2,18.3,22.3,2,"140,861",-9
112/05/30,109 台北一,LA1 甘藍 初秋 ,26,21.5,15.9,21.3,-4,"144,151",2
112/05/31,109 台北一,LA1 甘藍 初秋 ,25.9,20.7,14,20.4,-4,"140,482",-3
112/06/01,109 台北一,LA1 甘藍 初秋 ,24,15.9,7.3,15.8,-23,"144,189",3
112/06/02,109 台北一,LA1 甘藍 初秋 ,25.4,18,10.4,17.9,13,"90,899",-37
112/06/03,109 台北一,LA1 甘藍 初秋 ,25,20.3,12.8,19.7,10,"112,548",24
112/06/04,109 台北一,LA1 甘藍 初秋 ,23,15.8,11.1,16.3,-17,"146,088",30
112/06/06,109 台北一,LA1 甘藍 初秋 ,21,15.8,6.5,15,-8,"139,388",-5
112/06/07,109 台北一,LA1 甘藍 初秋 ,20.1,14.2,7.2,14,-7,"118,712",-15
112/06/08,109 台北一,LA1 甘藍 初秋 ,21.8,15.9,10.4,15.9,14,"93,700",-21
112/06/09,109 台北一,LA1 甘藍 初秋 ,23.3,15.3,9.6,15.7,-1,"108,210",15
112/06/10,109 台北一,LA1 甘藍 初秋 ,24.8,16.2,10.9,16.9,8,"100,363",-7
112/06/11,109 台北一,LA1 甘藍 初秋 ,26.4,21.8,15.2,21.4,27,"94,752",-6
112/06/13,109 台北一,LA1 甘藍 初秋 ,24.2,16.9,10,17,-21,"129,172",36
112/06/14,109 台北一,LA1 甘藍 初秋 ,23.1,15.8,11.5,16.4,-4,"114,895",-11
112/06/15,109 台北一,LA1 甘藍 初秋 ,22.6,12.6,7.4,13.5,-18,"107,929",-6
112/06/16,109 台北一,LA1 甘藍 初秋 ,23.4,14.7,8.2,15.1,12,"94,892",-12
112/06/17,109 台北一,LA1 甘藍 初秋 ,22.6,14.1,9.6,14.9,-1,"100,994",6
112/06/18,109 台北一,LA1 甘藍 初秋 ,26.1,14.2,8.9,15.5,4,"108,077",7
112/06/20,109 台北一,LA1 甘藍 初秋 ,24,16.4,11.1,16.8,8,"116,308",8
112/06/21,109 台北一,LA1 甘藍 初秋 ,27,19.3,13,19.6,17,"89,597",-23
112/06/22,109 台北一,LA1 甘藍 初秋 ,26.8,19.3,14.2,19.8,1,"95,200",6
112/06/24,109 台北一,LA1 甘藍 初秋 ,36.6,30.6,25.5,30.8,56,"95,721",1
112/06/25,109 台北一,LA1 甘藍 初秋 ,32.1,27.6,21.2,27.2,-12,"134,373",40
112/06/28,109 台北一,LA1 甘藍 初秋 ,27.7,20.8,17.9,21.6,-21,"76,403",-43
112/06/29,109 台北一,LA1 甘藍 初秋 ,34.5,23.1,14.9,23.8,10,"96,931",27
112/06/30,109 台北一,LA1 甘藍 初秋 ,29.7,21.2,13.5,21.3,-11,"100,156",3
112/07/01,109 台北一,LA1 甘藍 初秋 ,28.4,19.6,12.2,19.9,-7,"104,958",5
112/07/02,109 台北一,LA1 甘藍 初秋 ,31.8,22.6,13,22.5,13,"93,395",-11
112/07/04,109 台北一,LA1 甘藍 初秋 ,30.7,22,14.8,22.3,-1,"92,263",-1
112/07/05,109 台北一,LA1 甘藍 初秋 ,28.1,18.1,10.6,18.6,-17,"95,218",3
112/07/06,109 台北一,LA1 甘藍 初秋 ,27.6,18.2,10,18.4,-1,"88,186",-7
112/07/07,109 台北一,LA1 甘藍 初秋 ,27.9,20.3,14.2,20.6,12,"76,819",-13
112/07/08,109 台北一,LA1 甘藍 初秋 ,29.5,24.4,18.4,24.2,17,"76,459",0
112/07/09,109 台北一,LA1 甘藍 初秋 ,32.8,27.8,20.4,27.3,13,"60,722",-21
112/07/11,109 台北一,LA1 甘藍 初秋 ,31.4,24.1,18.1,24.4,-11,"90,206",49
112/07/12,109 台北一,LA1 甘藍 初秋 ,29.5,21,15.4,21.6,-11,"89,307",-1
112/07/13,109 台北一,LA1 甘藍 初秋 ,30.2,24.8,18,24.5,13,"69,672",-22
112/07/14,109 台北一,LA1 甘藍 初秋 ,32.6,29,24,28.7,17,"55,475",-20
112/07/15,109 台北一,LA1 甘藍 初秋 ,33.6,28.8,25.9,29.2,2,"74,235",34
112/07/16,109 台北一,LA1 甘藍 初秋 ,31.7,27.2,23.4,27.3,-7,"84,506",14
112/07/18,109 台北一,LA1 甘藍 初秋 ,36.3,31.2,29.8,31.9,17,"76,371",-10
112/07/19,109 台北一,LA1 甘藍 初秋 ,39,36.1,31.1,35.7,12,"61,093",-20
112/07/21,109 台北一,LA1 甘藍 初秋 ,40.5,33.2,18,31.6,-11,"77,205",26
112/07/22,109 台北一,LA1 甘藍 初秋 ,35.6,30.6,25,30.5,-3,"69,959",-9
112/07/23,109 台北一,LA1 甘藍 初秋 ,41.1,32.4,22.5,32.2,6,"69,764",0
112/07/25,109 台北一,LA1 甘藍 初秋 ,45,37.2,26.2,36.6,14,"93,649",34
112/07/26,109 台北一,LA1 甘藍 初秋 ,38.3,28.3,21.6,29,-21,"104,301",11
112/07/27,109 台北一,LA1 甘藍 初秋 ,30.5,24.4,16.5,24,-17,"80,897",-22
112/07/28,109 台北一,LA1 甘藍 初秋 ,44,35.2,30.6,36.1,50,"28,892",-64
112/07/29,109 台北一,LA1 甘藍 初秋 ,54,41.1,22.3,39.9,11,"33,566",16
112/07/30,109 台北一,LA1 甘藍 初秋 ,45.1,32.5,22.4,33,-17,"55,470",65
112/08/01,109 台北一,LA1 甘藍 初秋 ,39.7,29.4,22.6,30.1,-9,"73,560",33
112/08/02,109 台北一,LA1 甘藍 初秋 ,45.2,33.2,24.7,33.9,13,"40,329",-45
112/08/03,109 台北一,LA1 甘藍 初秋 ,47.2,33.5,26.4,34.8,3,"48,123",19
112/08/04,109 台北一,LA1 甘藍 初秋 ,43.9,31,18,31,-11,"66,217",38
112/08/05,109 台北一,LA1 甘藍 初秋 ,55.1,35.4,26.4,37.5,21,"49,347",-25
112/08/06,109 台北一,LA1 甘藍 初秋 ,57.7,46.4,39.4,47.2,26,"35,582",-28
112/08/08,109 台北一,LA1 甘藍 初秋 ,56.8,47,26.5,44.8,-5,"43,297",22
112/08/09,109 台北一,LA1 甘藍 初秋 ,53.8,43.8,24.5,42,-6,"52,456",21
112/08/10,109 台北一,LA1 甘藍 初秋 ,53.1,42,21.1,40,-5,"21,703",-59
112/08/11,109 台北一,LA1 甘藍 初秋 ,50.5,38.8,20.3,37.4,-7,"48,690",124
112/08/12,109 台北一,LA1 甘藍 初秋 ,46.8,36.7,22.4,35.8,-4,"55,288",14
112/08/13,109 台北一,LA1 甘藍 初秋 ,55.8,45.8,27.6,44.2,23,"35,701",-35
112/08/15,109 台北一,LA1 甘藍 初秋 ,53.6,39.7,18.3,38.2,-14,"57,228",60
112/08/16,109 台北一,LA1 甘藍 初秋 ,59.2,45.2,26.8,44.3,16,"39,099",-32
112/08/17,109 台北一,LA1 甘藍 初秋 ,66,45.3,27.5,45.9,4,"26,763",-32
112/08/18,109 台北一,LA1 甘藍 初秋 ,66.2,48.1,20.1,46.1,0,"27,462",3
112/08/19,109 台北一,LA1 甘藍 初秋 ,74.6,51.1,23.6,50.3,9,"24,040",-12
112/08/20,109 台北一,LA1 甘藍 初秋 ,76.4,52.8,34.2,53.8,7,"23,155",-4
112/08/22,109 台北一,LA1 甘藍 初秋 ,86.1,59.5,40.2,61,13,"23,437",1
112/08/23,109 台北一,LA1 甘藍 初秋 ,65.3,51,38.1,51.2,-16,"22,297",-5
112/08/24,109 台北一,LA1 甘藍 初秋 ,74.6,50.5,33.6,51.9,1,"15,063",-32
112/08/25,109 台北一,LA1 甘藍 初秋 ,89.2,45.8,19.6,49.2,-5,"14,827",-2
112/08/26,109 台北一,LA1 甘藍 初秋 ,107.8,47,27.7,55.3,12,"12,484",-16
112/08/27,109 台北一,LA1 甘藍 初秋 ,112.2,51.6,26,58.6,6,"8,960",-28
112/08/29,109 台北一,LA1 甘藍 初秋 ,116,74.9,40,76.2,30,"5,567",-38
112/08/30,109 台北一,LA1 甘藍 初秋 ,92.5,58.6,41.2,61.9,-19,"6,637",19
112/09/02,109 台北一,LA1 甘藍 初秋 ,95,66.5,43.2,67.5,9,"12,524",89
112/09/03,109 台北一,LA1 甘藍 初秋 ,91.3,56.5,34.4,59,-13,"22,194",77
112/09/05,109 台北一,LA1 甘藍 初秋 ,77.6,73.4,40.7,67.7,15,"4,708",-79
112/09/06,109 台北一,LA1 甘藍 初秋 ,60.8,42.2,30.8,43.7,-35,"24,576",422
112/09/08,109 台北一,LA1 甘藍 初秋 ,75,45.6,28.6,48.1,10,"14,341",-42
112/09/09,109 台北一,LA1 甘藍 初秋 ,80,54.5,36,55.9,16,"9,750",-32
112/09/10,109 台北一,LA1 甘藍 初秋 ,81.7,51.1,13.2,49.6,-11,"12,966",33
112/09/12,109 台北一,LA1 甘藍 初秋 ,88.8,63.8,35.4,63.2,27,"8,774",-32
112/09/13,109 台北一,LA1 甘藍 初秋 ,54.5,47.4,40,47.3,-25,"11,986",37
112/09/14,109 台北一,LA1 甘藍 初秋 ,46.8,36.3,30,37.2,-21,"12,222",2
112/09/15,109 台北一,LA1 甘藍 初秋 ,50,50,50,50,34,"1,512",-88
112/09/16,109 台北一,LA1 甘藍 初秋 ,56.4,53.9,47.4,53.1,6,"7,238",379
112/09/17,109 台北一,LA1 甘藍 初秋 ,70,69.7,63.6,68.5,29,"3,160",-56
112/09/19,109 台北一,LA1 甘藍 初秋 ,72,53.5,41.1,54.7,-20,"3,958",25
112/09/20,109 台北一,LA1 甘藍 初秋 ,75,66.7,51.7,65.4,20,"4,614",17
112/09/21,109 台北一,LA1 甘藍 初秋 ,91.2,47.4,39,54.5,-17,"8,109",76
112/09/22,109 台北一,LA1 甘藍 初秋 ,73.4,42.8,34.8,47.3,-13,"15,320",89
112/09/23,109 台北一,LA1 甘藍 初秋 ,99,69.8,46.5,71,50,"5,107",-67
112/09/24,109 台北一,LA1 甘藍 初秋 ,95.2,56.1,32.7,59.2,-17,"7,223",41
112/09/26,109 台北一,LA1 甘藍 初秋 ,84,47.9,30.1,51.5,-13,"20,539",184
112/09/27,109 台北一,LA1 甘藍 初秋 ,70.2,47.5,18.4,46.2,-10,"21,458",4
112/09/28,109 台北一,LA1 甘藍 初秋 ,58.7,44.6,24.6,43.4,-6,"27,023",26
112/09/29,109 台北一,LA1 甘藍 初秋 ,66.4,52.2,36.9,52,20,"27,273",1
112/09/30,109 台北一,LA1 甘藍 初秋 ,64,50,46.2,52.1,0,"8,565",-69
112/10/03,109 台北一,LA1 甘藍 初秋 ,85.4,59.3,49.5,62.6,20,"15,934",86
112/10/04,109 台北一,LA1 甘藍 初秋 ,74,57.7,48,59,-6,"19,639",23
112/10/05,109 台北一,LA1 甘藍 初秋 ,68.2,48.8,43.1,51.6,-13,"21,933",12
112/10/06,109 台北一,LA1 甘藍 初秋 ,71.1,52.8,41.3,54.1,5,"21,750",-1
112/10/07,109 台北一,LA1 甘藍 初秋 ,66.3,54.3,38,53.4,-1,"23,939",10
112/10/08,109 台北一,LA1 甘藍 初秋 ,62.8,49,31.1,48.2,-10,"25,413",6
112/10/10,109 台北一,LA1 甘藍 初秋 ,75.7,55.1,32.1,54.6,13,"23,350",-8
112/10/11,109 台北一,LA1 甘藍 初秋 ,73.2,51.8,30.9,51.9,-5,"24,022",3
112/10/12,109 台北一,LA1 甘藍 初秋 ,74.3,64.2,41,61.6,19,"10,851",-55
112/10/13,109 台北一,LA1 甘藍 初秋 ,75.4,55.6,34.7,55.4,-10,"19,469",79
112/10/14,109 台北一,LA1 甘藍 初秋 ,81.7,55.6,39,57.5,4,"28,665",47
112/10/15,109 台北一,LA1 甘藍 初秋 ,76.2,59.2,44.8,59.7,4,"23,570",-18
112/10/17,109 台北一,LA1 甘藍 初秋 ,78,58.4,39,58.4,-2,"19,949",-15
112/10/18,109 台北一,LA1 甘藍 初秋 ,76.3,56.1,33.8,55.7,-5,"23,487",18
112/10/20,109 台北一,LA1 甘藍 初秋 ,72.9,57.5,39.5,57,2,"25,354",8
112/10/21,109 台北一,LA1 甘藍 初秋 ,75.9,52.6,24.3,51.6,-9,"33,209",31
112/10/22,109 台北一,LA1 甘藍 初秋 ,69.8,45.1,18.7,44.8,-13,"35,702",8
112/10/24,109 台北一,LA1 甘藍 初秋 ,64.9,52.4,26.2,49.6,11,"30,463",-15
112/10/25,109 台北一,LA1 甘藍 初秋 ,59.6,45.5,15.3,42.3,-15,"27,153",-11
112/10/26,109 台北一,LA1 甘藍 初秋 ,59.7,48.2,12.2,43.3,2,"20,188",-26
112/10/27,109 台北一,LA1 甘藍 初秋 ,60.2,35.9,8.8,35.3,-18,"36,502",81
112/10/28,109 台北一,LA1 甘藍 初秋 ,63.9,46.4,11.9,43,22,"30,581",-16
112/10/29,109 台北一,LA1 甘藍 初秋 ,56.8,42.1,11.9,39,-9,"37,711",23
112/10/31,109 台北一,LA1 甘藍 初秋 ,53,38.3,15.7,36.7,-6,"36,202",-4
112/11/01,109 台北一,LA1 甘藍 初秋 ,55,35.2,14,35,-5,"34,545",-5
112/11/02,109 台北一,LA1 甘藍 初秋 ,51,28.4,15.1,30.2,-14,"39,319",14
112/11/03,109 台北一,LA1 甘藍 初秋 ,58,36.1,20.2,37.3,24,"28,165",-28
112/11/04,109 台北一,LA1 甘藍 初秋 ,48.5,32.8,15.9,32.6,-13,"55,780",98
112/11/05,109 台北一,LA1 甘藍 初秋 ,44.3,25.2,11.8,26.3,-19,"71,000",27
112/11/07,109 台北一,LA1 甘藍 初秋 ,46.5,30.1,20.9,31.6,20,"49,637",-30
112/11/08,109 台北一,LA1 甘藍 初秋 ,46.7,31.8,21.4,32.7,3,"39,574",-20
112/11/09,109 台北一,LA1 甘藍 初秋 ,46.4,28.5,21.4,30.7,-6,"40,987",4
112/11/10,109 台北一,LA1 甘藍 初秋 ,42.2,26.1,17.8,27.7,-10,"64,133",56
112/11/11,109 台北一,LA1 甘藍 初秋 ,41.9,27,15.6,27.7,0,"71,944",12
112/11/12,109 台北一,LA1 甘藍 初秋 ,45.1,26.4,15.8,28,1,"65,412",-9
112/11/14,109 台北一,LA1 甘藍 初秋 ,42.6,26.6,16.6,27.8,-1,"73,658",13
112/11/15,109 台北一,LA1 甘藍 初秋 ,43,23.4,15.2,25.7,-8,"95,029",29
112/11/17,109 台北一,LA1 甘藍 初秋 ,39.3,22.7,15.2,24.5,-5,"112,888",19
